date,config,expected_uncovered,cvar_uncovered,expected_demand,cvar_demand,units,districts_served,want_pompa,want_truk
2024-10-27,B0,4967,49670,4967,49670,0,0,0,2
2024-10-27,B1,4767,47670,4967,49670,2,1,0,2
2024-10-27,B2,4767,47670,4967,49670,2,1,0,2
2024-10-27,B3,3467,34670,4967,49670,15,1,0,2
2024-11-01,B0,0,0,0,0,0,0,0,0
2024-11-01,B1,0,0,0,0,0,0,0,0
2024-11-01,B2,0,0,0,0,0,0,0,0
2024-11-01,B3,0,0,0,0,0,0,0,0
2024-11-06,B0,182386,394156,182386,394156,0,0,49,0
2024-11-06,B1,141319,314156,182386,394156,47,37,49,0
2024-11-06,B2,141319,314156,182386,394156,47,37,49,0
2024-11-06,B3,114753,225561,182386,343579,57,13,49,0
2024-11-11,B0,127518,479311,127518,479311,0,0,27,0
2024-11-11,B1,110985,425977,127518,479311,27,15,27,0
2024-11-11,B2,110985,425977,127518,479311,27,15,27,0
2024-11-11,B3,86752,331025,127518,446706,47,6,27,0
2024-11-16,B0,247730,538775,247730,538775,0,0,74,0
2024-11-16,B1,211197,485442,247730,538775,50,29,74,0
2024-11-16,B2,211197,485442,247730,538775,50,29,74,0
2024-11-16,B3,204015,387292,247730,471256,57,11,74,0
2024-11-21,B0,1190573,1753052,1190573,1753052,0,0,260,0
2024-11-21,B1,1105240,1665052,1190573,1753052,57,18,260,0
2024-11-21,B2,1105240,1665052,1190573,1753052,57,18,260,0
2024-11-21,B3,1081101,1558095,1190573,1753052,57,12,260,0
2024-11-26,B0,1476142,1992009,1476142,1992009,0,0,334,0
2024-11-26,B1,1350856,1826918,1476142,1962918,57,12,334,0
2024-11-26,B2,1350856,1826918,1476142,1962918,57,12,334,0
2024-11-26,B3,1337715,1731337,1476142,1969994,57,10,334,0
2024-12-01,B0,368931,814444,368931,814444,0,0,99,0
2024-12-01,B1,305956,702444,368931,814444,57,34,99,0
2024-12-01,B2,305956,702444,368931,814444,57,34,99,0
2024-12-01,B3,307186,577106,368931,766678,57,8,99,0
2024-12-06,B0,4128998,5324068,4128998,5324068,0,0,811,0
2024-12-06,B1,3925690,5102055,4128998,5310055,57,7,811,0
2024-12-06,B2,3925690,5102055,4128998,5310055,57,7,811,0
2024-12-06,B3,3915172,4903612,4128998,5324068,57,10,811,0
2024-12-11,B0,1429210,1873325,1429210,1873325,0,0,343,0
2024-12-11,B1,1335877,1763992,1429210,1873325,57,13,343,0
2024-12-11,B2,1335877,1763992,1429210,1873325,57,13,343,0
2024-12-11,B3,1315805,1673307,1429210,1747759,57,10,343,0
2024-12-16,B0,2025086,2854820,2025086,2854820,0,0,456,0
2024-12-16,B1,1906543,2669240,2025086,2789240,57,11,456,0
2024-12-16,B2,1906543,2669240,2025086,2789240,57,11,456,0
2024-12-16,B3,1881217,2502609,2025086,2789240,57,9,456,0
2024-12-21,B0,1446386,2278352,1446386,2278352,0,0,329,0
2024-12-21,B1,1368520,2177019,1446386,2278352,57,17,329,0
2024-12-21,B2,1368520,2177019,1446386,2278352,57,17,329,0
2024-12-21,B3,1347232,2046352,1446386,2278352,57,7,329,0
2024-12-26,B0,3129465,3654273,3129465,3654273,0,0,652,0
2024-12-26,B1,2983378,3550273,3129465,3654273,57,11,652,0
2024-12-26,B2,2983378,3550273,3129465,3654273,57,11,652,0
2024-12-26,B3,2994096,3390214,3129465,3600881,57,11,652,0
2024-12-31,B0,921217,1297167,921217,1297167,0,0,234,0
2024-12-31,B1,858023,1191924,921217,1297167,37,14,234,0
2024-12-31,B2,858023,1191924,921217,1297167,37,14,234,0
2024-12-31,B3,850528,1119031,921217,1267542,40,10,234,0
