date,config,expected_uncovered,cvar_uncovered,expected_demand,cvar_demand,units,districts_served,want_pompa,want_truk
2015-05-16,B0,15573622,16193872,15573622,16193872,0,0,39,6892
2015-05-16,B1,15429556,16051205,15573622,16193872,73,27,39,6892
2015-05-16,B2,15442429,16062872,15573622,16193872,73,33,39,6892
2015-05-16,B3,15418891,15988215,15573622,16174175,73,11,39,6892
2016-06-08,B0,288404,382009,288404,382009,0,0,15,115
2016-06-08,B1,208304,296676,288404,382009,41,18,15,115
2016-06-08,B2,214104,302676,288404,382009,39,18,15,115
2016-06-08,B3,195786,258120,288404,363126,48,8,15,115
2016-06-18,B0,272525,371290,272525,371290,0,0,11,115
2016-06-18,B1,199858,283568,272525,368901,37,14,11,115
2016-06-18,B2,205258,289568,272525,368901,35,14,11,115
2016-06-18,B3,188291,250571,272525,362883,53,10,11,115
2016-06-19,B0,314719,461232,314719,461232,0,0,18,115
2016-06-19,B1,234315,360793,314719,456793,44,21,18,115
2016-06-19,B2,242715,369793,314719,456793,41,21,18,115
2016-06-19,B3,221925,318334,314719,443667,54,8,18,115
2016-08-13,B0,1486435,2065775,1486435,2065775,0,0,63,576
2016-08-13,B1,1393607,1956442,1486435,2065775,90,33,63,576
2016-08-13,B2,1396407,1956442,1486435,2065775,88,33,63,576
2016-08-13,B3,1362434,1772963,1486435,2009136,95,17,63,576
2016-08-14,B0,1343689,1786777,1343689,1786777,0,0,23,576
2016-08-14,B1,1267447,1714444,1343689,1786777,70,23,23,576
2016-08-14,B2,1271647,1716444,1343689,1786777,68,23,23,576
2016-08-14,B3,1251435,1526699,1343689,1740544,93,13,23,576
2017-06-01,B0,1594296,1932080,1594296,1932080,0,0,57,628
2017-06-01,B1,1436863,1740587,1594296,1932080,77,18,57,628
2017-06-01,B2,1447863,1737080,1594296,1932080,77,23,57,628
2017-06-01,B3,1425018,1685505,1594296,1932080,77,13,57,628
2017-06-02,B0,1644864,1955413,1644864,1955413,0,0,74,628
2017-06-02,B1,1466023,1756291,1644864,1904624,74,15,74,628
2017-06-02,B2,1469761,1755711,1644864,1955413,74,19,74,628
2017-06-02,B3,1471363,1720519,1644864,1891219,76,13,74,628
2017-06-03,B0,1491184,1816581,1491184,1816581,0,0,44,628
2017-06-03,B1,1328939,1635175,1491184,1816581,75,18,44,628
2017-06-03,B2,1342784,1646914,1491184,1816581,74,23,44,628
2017-06-03,B3,1317049,1557990,1491184,1799792,77,15,44,628
2017-06-26,B0,1460393,1811719,1460393,1811719,0,0,15,628
2017-06-26,B1,1343086,1680385,1460393,1811719,62,11,15,628
2017-06-26,B2,1343086,1680385,1460393,1811719,62,11,15,628
2017-06-26,B3,1306529,1614903,1460393,1811719,75,8,15,628
2017-06-30,B0,1374951,1775565,1374951,1775565,0,0,19,628
2017-06-30,B1,1255817,1605232,1374951,1775565,66,13,19,628
2017-06-30,B2,1255817,1605232,1374951,1775565,66,13,19,628
2017-06-30,B3,1254517,1580232,1374951,1775565,71,9,19,628
2017-09-29,B0,4360516,4915454,4360516,4915454,0,0,12,1948
2017-09-29,B1,4238816,4798121,4360516,4915454,59,15,12,1948
2017-09-29,B2,4242816,4804121,4360516,4915454,57,15,12,1948
2017-09-29,B3,4223998,4755787,4360516,4915454,63,9,12,1948
2017-09-30,B0,4179747,4858304,4179747,4858304,0,0,12,1948
2017-09-30,B1,4077580,4731638,4179747,4858304,59,14,12,1948
2017-09-30,B2,4081780,4737638,4179747,4858304,57,14,12,1948
2017-09-30,B3,4070547,4679001,4179747,4858304,63,9,12,1948
2018-05-19,B0,232768,364796,232768,364796,0,0,10,110
2018-05-19,B1,163346,281765,232768,364796,55,19,10,110
2018-05-19,B2,164346,283765,232768,364796,54,18,10,110
2018-05-19,B3,140287,218632,232768,364796,79,13,10,110
2018-05-20,B0,240138,379104,240138,379104,0,0,12,110
2018-05-20,B1,170732,293766,240138,370803,57,21,12,110
2018-05-20,B2,171932,294766,240138,370803,56,20,12,110
2018-05-20,B3,150048,204855,240138,323485,84,16,12,110
2018-10-31,B0,2160471,2669208,2160471,2669208,0,0,12,997
2018-10-31,B1,2097804,2580208,2160471,2669208,59,14,12,997
2018-10-31,B2,2097804,2580208,2160471,2669208,59,14,12,997
2018-10-31,B3,2075009,2497565,2160471,2659124,81,11,12,997
2021-08-09,B0,5535231,6857086,5535231,6857086,0,0,193,1987
2021-08-09,B1,5382298,6672752,5535231,6857086,70,6,193,1987
2021-08-09,B2,5382298,6672752,5535231,6857086,70,6,193,1987
2021-08-09,B3,5395831,6530086,5535231,6857086,69,5,193,1987
2021-08-10,B0,4383824,5209733,4383824,5209733,0,0,17,1987
2021-08-10,B1,4286390,5063399,4383824,5209733,64,13,17,1987
2021-08-10,B2,4286390,5063399,4383824,5209733,64,13,17,1987
2021-08-10,B3,4256124,4979439,4383824,5166439,75,6,17,1987
2021-09-19,B0,84735,335804,84735,335804,0,0,20,11
2021-09-19,B1,69269,270471,84735,335804,31,13,20,11
2021-09-19,B2,69269,270471,84735,335804,31,13,20,11
2021-09-19,B3,48434,192606,84735,282606,81,9,20,11
2021-09-26,B0,53747,188593,53747,188593,0,0,10,11
2021-09-26,B1,42413,159926,53747,188593,21,14,10,11
2021-09-26,B2,42413,159926,53747,188593,21,14,10,11
2021-09-26,B3,20079,59649,53747,188593,71,9,10,11
2021-09-27,B0,47227,175328,47227,175328,0,0,12,11
2021-09-27,B1,38527,140328,47227,175328,23,14,12,11
2021-09-27,B2,38527,140328,47227,175328,23,14,12,11
2021-09-27,B3,11177,39009,47227,128133,71,12,12,11
2022-07-06,B0,194829,294575,194829,294575,0,0,10,76
2022-07-06,B1,144730,234748,194829,291973,35,12,10,76
2022-07-06,B2,144730,234748,194829,291973,35,12,10,76
2022-07-06,B3,130441,210491,194829,287491,65,11,10,76
2022-07-15,B0,324382,688809,324382,688809,0,0,44,76
2022-07-15,B1,268079,614847,324382,688809,53,13,44,76
2022-07-15,B2,268079,614847,324382,688809,53,13,44,76
2022-07-15,B3,251774,560809,324382,688809,68,10,44,76
2024-09-26,B0,163469,429325,163469,429325,0,0,30,33
2024-09-26,B1,136235,363992,163469,429325,56,29,30,33
2024-09-26,B2,136535,364992,163469,429325,55,28,30,33
2024-09-26,B3,115870,268443,163469,411746,80,11,30,33
2024-09-27,B0,243337,748065,243337,748065,0,0,31,33
2024-09-27,B1,205670,644398,243337,748065,57,25,31,33
2024-09-27,B2,205670,644398,243337,748065,57,25,31,33
2024-09-27,B3,169424,538445,243337,670781,75,11,31,33
2024-09-28,B0,99525,248292,99525,248292,0,0,21,33
2024-09-28,B1,79992,213292,99525,248292,47,24,21,33
2024-09-28,B2,79992,213292,99525,248292,47,24,21,33
2024-09-28,B3,49452,119760,99525,215203,80,11,21,33
